O*NET-SOC Code,Element Name,Data Value
15-1199.04,Communications and Media,2.83
15-1199.04,Transportation,2.3
15-1199.05,Administration and Management,2.71
15-1199.05,Clerical,2.72
15-1199.05,Economics and Accounting,1.61
15-1199.05,Sales and Marketing,1.67
15-1199.05,Customer and Personal Service,3.06
15-1199.05,Personnel and Human Resources,1.55
15-1199.05,Production and Processing,1.85
15-1199.05,Food Production,1.1
15-1199.05,Computers and Electronics,4.58
15-1199.05,Engineering and Technology,3.38
15-1199.05,Design,3.7
15-1199.05,Building and Construction,1.71
15-1199.05,Mechanical,2.2
15-1199.05,Mathematics,3.89
15-1199.05,Physics,2.48
15-1199.05,Chemistry,2.26
15-1199.05,Biology,2.36
15-1199.05,Psychology,1.59
15-1199.05,Sociology and Anthropology,1.75
15-1199.05,Geography,4.55
15-1199.05,Medicine and Dentistry,1
15-1199.05,Therapy and Counseling,1.03
15-1199.05,Education and Training,2.78
15-1199.05,English Language,4.13
15-1199.05,Foreign Language,1.04
15-1199.05,Fine Arts,1.48
15-1199.05,History and Archeology,2
15-1199.05,Philosophy and Theology,1.02
15-1199.05,Public Safety and Security,2.64
15-1199.05,Law and Government,2.67
15-1199.05,Telecommunications,1.7
15-1199.05,Communications and Media,2.03
15-1199.05,Transportation,1.91
15-1199.06,Administration and Management,2.61
15-1199.06,Clerical,1.96
15-1199.06,Economics and Accounting,2.08
15-1199.06,Sales and Marketing,1.71
15-1199.06,Customer and Personal Service,2.46
15-1199.06,Personnel and Human Resources,1.78
15-1199.06,Production and Processing,1.88
15-1199.06,Food Production,1
15-1199.06,Computers and Electronics,4.62
15-1199.06,Engineering and Technology,3.33
15-1199.06,Design,3.62
15-1199.06,Building and Construction,1.29
15-1199.06,Mechanical,1.38
15-1199.06,Mathematics,3.58
15-1199.06,Physics,1.46
15-1199.06,Chemistry,1.08
15-1199.06,Biology,1.12
15-1199.06,Psychology,1.54
15-1199.06,Sociology and Anthropology,1.29
15-1199.06,Geography,1.43
15-1199.06,Medicine and Dentistry,1.25
15-1199.06,Therapy and Counseling,1.29
15-1199.06,Education and Training,2.71
15-1199.06,English Language,3.96
15-1199.06,Foreign Language,1.17
15-1199.06,Fine Arts,1
15-1199.06,History and Archeology,1.12
15-1199.06,Philosophy and Theology,1.21
15-1199.06,Public Safety and Security,2
15-1199.06,Law and Government,2
15-1199.06,Telecommunications,2.58
15-1199.06,Communications and Media,2.09
15-1199.06,Transportation,1.38
15-1199.07,Administration and Management,2.61
15-1199.07,Clerical,1.91
15-1199.07,Economics and Accounting,2.22
15-1199.07,Sales and Marketing,1.74
15-1199.07,Customer and Personal Service,2.43
15-1199.07,Personnel and Human Resources,2
15-1199.07,Production and Processing,2.13
15-1199.07,Food Production,1
15-1199.07,Computers and Electronics,4.26
15-1199.07,Engineering and Technology,2.87
15-1199.07,Design,3.04
15-1199.07,Building and Construction,1.09
15-1199.07,Mechanical,1.05
15-1199.07,Mathematics,3.23
15-1199.07,Physics,1.18
15-1199.07,Chemistry,1
15-1199.07,Biology,1
15-1199.07,Psychology,1.52
15-1199.07,Sociology and Anthropology,1.26
15-1199.07,Geography,1.35
15-1199.07,Medicine and Dentistry,1.13
15-1199.07,Therapy and Counseling,1
15-1199.07,Education and Training,2.22
15-1199.07,English Language,3.18
15-1199.07,Foreign Language,1.13
15-1199.07,Fine Arts,1.09
15-1199.07,History and Archeology,1.05
15-1199.07,Philosophy and Theology,1.09
15-1199.07,Public Safety and Security,1.17
15-1199.07,Law and Government,1.61
15-1199.07,Telecommunications,2.04
15-1199.07,Communications and Media,1.61
15-1199.07,Transportation,1.17
15-1199.08,Administration and Management,3.33
15-1199.08,Clerical,2.33
15-1199.08,Economics and Accounting,3.09
15-1199.08,Sales and Marketing,3.78
15-1199.08,Customer and Personal Service,2.79
15-1199.08,Personnel and Human Resources,2
15-1199.08,Production and Processing,2.04
15-1199.08,Food Production,1.17
15-1199.08,Computers and Electronics,3.29
15-1199.08,Engineering and Technology,2.46
15-1199.08,Design,1.5
15-1199.08,Building and Construction,1.12
15-1199.08,Mechanical,1.33
15-1199.08,Mathematics,3.33
15-1199.08,Physics,1.42
15-1199.08,Chemistry,1.54
15-1199.08,Biology,1.33
15-1199.08,Psychology,2.42
15-1199.08,Sociology and Anthropology,2.17
15-1199.08,Geography,2.38
15-1199.08,Medicine and Dentistry,1.21
15-1199.08,Therapy and Counseling,1.12
15-1199.08,Education and Training,2.67
15-1199.08,English Language,3.96
15-1199.08,Foreign Language,1.96
15-1199.08,Fine Arts,1.08
15-1199.08,History and Archeology,1.58
15-1199.08,Philosophy and Theology,1.7
15-1199.08,Public Safety and Security,1.75
15-1199.08,Law and Government,2.62
15-1199.08,Telecommunications,2.21
15-1199.08,Communications and Media,3.04
15-1199.08,Transportation,1.54
15-1199.09,Administration and Management,4
15-1199.09,Clerical,3.29
15-1199.09,Economics and Accounting,3.35
15-1199.09,Sales and Marketing,2.76
15-1199.09,Customer and Personal Service,4.24
15-1199.09,Personnel and Human Resources,3.14
15-1199.09,Production and Processing,2.7
15-1199.09,Food Production,1.14
15-1199.09,Computers and Electronics,4.19
15-1199.09,Engineering and Technology,3.58
15-1199.09,Design,2.86
15-1199.09,Building and Construction,2.19
15-1199.09,Mechanical,2.19
15-1199.09,Mathematics,3.14
15-1199.09,Physics,1.81
15-1199.09,Chemistry,1.71
15-1199.09,Biology,1.3
15-1199.09,Psychology,2.6
15-1199.09,Sociology and Anthropology,2.25
15-1199.09,Geography,1.95
15-1199.09,Medicine and Dentistry,1.33
15-1199.09,Therapy and Counseling,1.81
15-1199.09,Education and Training,2.95
15-1199.09,English Language,4.29
15-1199.09,Foreign Language,1.62
15-1199.09,Fine Arts,1.24
15-1199.09,History and Archeology,1.33
15-1199.09,Philosophy and Theology,1.67
15-1199.09,Public Safety and Security,2.6
15-1199.09,Law and Government,2.75
15-1199.09,Telecommunications,3.19
15-1199.09,Communications and Media,3.1
15-1199.09,Transportation,2
15-1199.10,Administration and Management,3.05
15-1199.10,Clerical,2.87
15-1199.10,Economics and Accounting,2.32
15-1199.10,Sales and Marketing,4.27
15-1199.10,Customer and Personal Service,3.83
15-1199.10,Personnel and Human Resources,2.09
15-1199.10,Production and Processing,1.57
15-1199.10,Food Production,1
15-1199.10,Computers and Electronics,3.65
15-1199.10,Engineering and Technology,1.83
15-1199.10,Design,2.05
15-1199.10,Building and Construction,1
15-1199.10,Mechanical,1.13
15-1199.10,Mathematics,3.48
15-1199.10,Physics,1.04
15-1199.10,Chemistry,1
15-1199.10,Biology,1
15-1199.10,Psychology,1.91
15-1199.10,Sociology and Anthropology,1.7
15-1199.10,Geography,1.74
15-1199.10,Medicine and Dentistry,1.04
15-1199.10,Therapy and Counseling,1.04
15-1199.10,Education and Training,2.43
15-1199.10,English Language,4.23
15-1199.10,Foreign Language,1.52
15-1199.10,Fine Arts,1.13
15-1199.10,History and Archeology,1
15-1199.10,Philosophy and Theology,1.09
15-1199.10,Public Safety and Security,1.09
15-1199.10,Law and Government,1.61
15-1199.10,Telecommunications,2.04
15-1199.10,Communications and Media,3.74
15-1199.10,Transportation,1.09
15-1199.11,Administration and Management,2.76
15-1199.11,Clerical,2.62
15-1199.11,Economics and Accounting,1.43
15-1199.11,Sales and Marketing,2.19
15-1199.11,Customer and Personal Service,1.95
15-1199.11,Personnel and Human Resources,2.1
15-1199.11,Production and Processing,1.95
15-1199.11,Food Production,1
15-1199.11,Computers and Electronics,4.57
15-1199.11,Engineering and Technology,2.95
15-1199.11,Design,4.38
15-1199.11,Building and Construction,1.24
15-1199.11,Mechanical,1.29
15-1199.11,Mathematics,3.05
15-1199.11,Physics,2.14
15-1199.11,Chemistry,1.14
15-1199.11,Biology,1.29
15-1199.11,Psychology,3.14
15-1199.11,Sociology and Anthropology,2.52
15-1199.11,Geography,2.05
15-1199.11,Medicine and Dentistry,1.14
15-1199.11,Therapy and Counseling,1.05
15-1199.11,Education and Training,2
15-1199.11,English Language,3.95
15-1199.11,Foreign Language,1.19
15-1199.11,Fine Arts,2.95
15-1199.11,History and Archeology,1.9
15-1199.11,Philosophy and Theology,1.76
15-1199.11,Public Safety and Security,1.14
15-1199.11,Law and Government,1.48
15-1199.11,Telecommunications,1.9
15-1199.11,Communications and Media,3.57
15-1199.11,Transportation,1.14
15-1199.12,Administration and Management,3.76
15-1199.12,Clerical,3.04
15-1199.12,Economics and Accounting,2.4
15-1199.12,Sales and Marketing,2.72
15-1199.12,Customer and Personal Service,3.92
15-1199.12,Personnel and Human Resources,2.72
15-1199.12,Production and Processing,2.84
15-1199.12,Food Production,1.04
15-1199.12,Computers and Electronics,4.25
15-1199.12,Engineering and Technology,2.71
15-1199.12,Design,2.52
15-1199.12,Building and Construction,1.12
15-1199.12,Mechanical,1.72
15-1199.12,Mathematics,2.96
15-1199.12,Physics,1.28
15-1199.12,Chemistry,1.2
15-1199.12,Biology,1.12
15-1199.12,Psychology,2.08
15-1199.12,Sociology and Anthropology,1.48
15-1199.12,Geography,1.36
15-1199.12,Medicine and Dentistry,1.08
15-1199.12,Therapy and Counseling,1.08
15-1199.12,Education and Training,2.92
15-1199.12,English Language,3.75
15-1199.12,Foreign Language,1.4
15-1199.12,Fine Arts,1.08
15-1199.12,History and Archeology,1.28
15-1199.12,Philosophy and Theology,1.28
15-1199.12,Public Safety and Security,2.36
15-1199.12,Law and Government,2.64
15-1199.12,Telecommunications,2.4
15-1199.12,Communications and Media,2.88
15-1199.12,Transportation,1.44
15-2011.00,Administration and Management,3.31
15-2011.00,Clerical,2
15-2011.00,Economics and Accounting,4.19
15-2011.00,Sales and Marketing,2.31
15-2011.00,Customer and Personal Service,2.59
15-2011.00,Personnel and Human Resources,2.48
15-2011.00,Production and Processing,1.69
15-2011.00,Food Production,1
15-2011.00,Computers and Electronics,3.73
15-2011.00,Engineering and Technology,1.41
15-2011.00,Design,1.75
15-2011.00,Building and Construction,1.25
15-2011.00,Mechanical,1.09
15-2011.00,Mathematics,4.97
15-2011.00,Physics,1.16
15-2011.00,Chemistry,1.06
15-2011.00,Biology,1.16
15-2011.00,Psychology,2
15-2011.00,Sociology and Anthropology,1.97
15-2011.00,Geography,1.65
15-2011.00,Medicine and Dentistry,1.72
15-2011.00,Therapy and Counseling,1.31
15-2011.00,Education and Training,2.5
15-2011.00,English Language,3.74
15-2011.00,Foreign Language,1.34
15-2011.00,Fine Arts,1
15-2011.00,History and Archeology,1.16
15-2011.00,Philosophy and Theology,1.16
15-2011.00,Public Safety and Security,1.56
15-2011.00,Law and Government,3.34
15-2011.00,Telecommunications,1.41
15-2011.00,Communications and Media,2.16
15-2011.00,Transportation,1.34
15-2021.00,Administration and Management,2.38
15-2021.00,Clerical,1.79
15-2021.00,Economics and Accounting,2.17
15-2021.00,Sales and Marketing,1.75
15-2021.00,Customer and Personal Service,2.38
15-2021.00,Personnel and Human Resources,1.88
15-2021.00,Production and Processing,1.83
15-2021.00,Food Production,1.12
15-2021.00,Computers and Electronics,3.96
15-2021.00,Engineering and Technology,3.5
15-2021.00,Design,2.42
15-2021.00,Building and Construction,1.25
15-2021.00,Mechanical,1.38
15-2021.00,Mathematics,4.79
15-2021.00,Physics,3.25
15-2021.00,Chemistry,2.12
15-2021.00,Biology,1.88
15-2021.00,Psychology,1.88
15-2021.00,Sociology and Anthropology,1.71
15-2021.00,Geography,1.58
15-2021.00,Medicine and Dentistry,1.29
15-2021.00,Therapy and Counseling,1.08
15-2021.00,Education and Training,2.96
15-2021.00,English Language,3.83
15-2021.00,Foreign Language,1.83
15-2021.00,Fine Arts,1.21
15-2021.00,History and Archeology,1.38
15-2021.00,Philosophy and Theology,1.46
15-2021.00,Public Safety and Security,1.83
15-2021.00,Law and Government,2
15-2021.00,Telecommunications,2.29
15-2021.00,Communications and Media,2.21
15-2021.00,Transportation,1.58
15-2031.00,Administration and Management,3.1
15-2031.00,Clerical,1.74
15-2031.00,Economics and Accounting,2.85
15-2031.00,Sales and Marketing,2.3
15-2031.00,Customer and Personal Service,2.2
15-2031.00,Personnel and Human Resources,1.85
15-2031.00,Production and Processing,2.75
15-2031.00,Food Production,1.1
15-2031.00,Computers and Electronics,3.7
15-2031.00,Engineering and Technology,3.37
15-2031.00,Design,2.4
15-2031.00,Building and Construction,1.2
15-2031.00,Mechanical,1.3
15-2031.00,Mathematics,4.7
15-2031.00,Physics,2.3
15-2031.00,Chemistry,1.75
15-2031.00,Biology,1.3
15-2031.00,Psychology,1.9
15-2031.00,Sociology and Anthropology,1.79
15-2031.00,Geography,1.8
15-2031.00,Medicine and Dentistry,1.21
15-2031.00,Therapy and Counseling,1.16
15-2031.00,Education and Training,2.53
15-2031.00,English Language,3.89
15-2031.00,Foreign Language,1.45
15-2031.00,Fine Arts,1
15-2031.00,History and Archeology,1.35
15-2031.00,Philosophy and Theology,1.25
15-2031.00,Public Safety and Security,1.63
15-2031.00,Law and Government,1.85
15-2031.00,Telecommunications,1.9
15-2031.00,Communications and Media,2.15
15-2031.00,Transportation,2.65
15-2041.00,Administration and Management,2.21
15-2041.00,Clerical,1.72
15-2041.00,Economics and Accounting,1.78
15-2041.00,Sales and Marketing,1.44
15-2041.00,Customer and Personal Service,1.94
15-2041.00,Personnel and Human Resources,1.84
15-2041.00,Production and Processing,1.32
15-2041.00,Food Production,1.11
15-2041.00,Computers and Electronics,3.63
15-2041.00,Engineering and Technology,1.63
15-2041.00,Design,1.63
15-2041.00,Building and Construction,1
15-2041.00,Mechanical,1.05
15-2041.00,Mathematics,4.65
15-2041.00,Physics,1.65
15-2041.00,Chemistry,1.6
15-2041.00,Biology,2.25
15-2041.00,Psychology,2.1
15-2041.00,Sociology and Anthropology,1.75
15-2041.00,Geography,1.84
15-2041.00,Medicine and Dentistry,2.05
15-2041.00,Therapy and Counseling,1.35
15-2041.00,Education and Training,2.9
15-2041.00,English Language,3.74
15-2041.00,Foreign Language,1.1
15-2041.00,Fine Arts,1.1
15-2041.00,History and Archeology,1.1
15-2041.00,Philosophy and Theology,1.16
15-2041.00,Public Safety and Security,1.35
15-2041.00,Law and Government,1.75
15-2041.00,Telecommunications,1.2
15-2041.00,Communications and Media,1.84
15-2041.00,Transportation,1.05
15-2041.01,Administration and Management,2.6
15-2041.01,Clerical,1.84
15-2041.01,Economics and Accounting,1.4
15-2041.01,Sales and Marketing,1.48
15-2041.01,Customer and Personal Service,2.16
15-2041.01,Personnel and Human Resources,1.96
15-2041.01,Production and Processing,1.36
15-2041.01,Food Production,1.2
15-2041.01,Computers and Electronics,3.92
15-2041.01,Engineering and Technology,1.56
15-2041.01,Design,1.8
15-2041.01,Building and Construction,1.08
15-2041.01,Mechanical,1.08
15-2041.01,Mathematics,4.88
15-2041.01,Physics,1.36
15-2041.01,Chemistry,1.48
15-2041.01,Biology,2.92
15-2041.01,Psychology,2.28
15-2041.01,Sociology and Anthropology,1.64
15-2041.01,Geography,1.52
15-2041.01,Medicine and Dentistry,2.96
15-2041.01,Therapy and Counseling,1.48
15-2041.01,Education and Training,3
15-2041.01,English Language,4.16
15-2041.01,Foreign Language,1.2
15-2041.01,Fine Arts,1.08
15-2041.01,History and Archeology,1.16
15-2041.01,Philosophy and Theology,1.24
15-2041.01,Public Safety and Security,1.56
15-2041.01,Law and Government,1.88
15-2041.01,Telecommunications,1.68
15-2041.01,Communications and Media,2.48
15-2041.01,Transportation,1.32
15-2041.02,Administration and Management,2.95
15-2041.02,Clerical,2.75
15-2041.02,Economics and Accounting,1.45
15-2041.02,Sales and Marketing,1.55
15-2041.02,Customer and Personal Service,3.7
15-2041.02,Personnel and Human Resources,2
15-2041.02,Production and Processing,1.9
15-2041.02,Food Production,1
15-2041.02,Computers and Electronics,3.95
15-2041.02,Engineering and Technology,2.2
15-2041.02,Design,2.05
15-2041.02,Building and Construction,1.35
15-2041.02,Mechanical,1.45
15-2041.02,Mathematics,3.2
15-2041.02,Physics,1.2
15-2041.02,Chemistry,1.5
15-2041.02,Biology,2.75
15-2041.02,Psychology,2
15-2041.02,Sociology and Anthropology,1.65
15-2041.02,Geography,1.3
15-2041.02,Medicine and Dentistry,3.05
15-2041.02,Therapy and Counseling,1.55
15-2041.02,Education and Training,2.75
15-2041.02,English Language,4.1
15-2041.02,Foreign Language,1.3
15-2041.02,Fine Arts,1
15-2041.02,History and Archeology,1.05
15-2041.02,Philosophy and Theology,1.2
15-2041.02,Public Safety and Security,2.25
15-2041.02,Law and Government,2.55
15-2041.02,Telecommunications,1.9
15-2041.02,Communications and Media,2.1
15-2041.02,Transportation,1.35
15-2091.00,Administration and Management,2
15-2091.00,Clerical,2.5
15-2091.00,Economics and Accounting,1.5
15-2091.00,Sales and Marketing,1
15-2091.00,Customer and Personal Service,1
15-2091.00,Personnel and Human Resources,1
15-2091.00,Production and Processing,1.5
15-2091.00,Food Production,1
15-2091.00,Computers and Electronics,4
15-2091.00,Engineering and Technology,2.66
15-2091.00,Design,1.16
15-2091.00,Building and Construction,1
